order_id,customer_id,payment,order_date,delivery_date,sales_id,product_id,price_per_unit,quantity,total_price
264,636,55537,6/13/2021,6/18/2021,1276,1024,90,2,180
264,636,55537,6/13/2021,6/18/2021,1277,396,119,3,357
264,636,55537,6/13/2021,6/18/2021,1278,1137,102,1,102
264,636,55537,6/13/2021,6/18/2021,1279,13,96,2,192
265,189,40896,7/4/2021,7/29/2021,1280,1029,90,2,180
265,189,40896,7/4/2021,7/29/2021,1281,742,109,2,218
265,189,40896,7/4/2021,7/29/2021,1282,364,94,1,94
265,189,40896,7/4/2021,7/29/2021,1283,479,118,1,118
265,189,40896,7/4/2021,7/29/2021,1284,813,117,1,117
265,189,40896,7/4/2021,7/29/2021,1285,630,93,1,93
265,189,40896,7/4/2021,7/29/2021,1286,462,118,1,118
266,623,58746,3/10/2021,3/20/2021,1287,209,98,1,98
266,623,58746,3/10/2021,3/20/2021,1288,229,106,2,212
266,623,58746,3/10/2021,3/20/2021,1289,318,109,2,218
266,623,58746,3/10/2021,3/20/2021,1290,224,106,2,212
266,623,58746,3/10/2021,3/20/2021,1291,1212,105,1,105
266,623,58746,3/10/2021,3/20/2021,1292,1258,112,2,224
266,623,58746,3/10/2021,3/20/2021,1293,1098,115,1,115
267,34,44791,9/11/2021,9/12/2021,1294,252,95,1,95
267,34,44791,9/11/2021,9/12/2021,1295,298,105,2,210
267,34,44791,9/11/2021,9/12/2021,1296,372,94,3,282
267,34,44791,9/11/2021,9/12/2021,1297,1069,93,3,279
268,530,57006,3/16/2021,4/10/2021,1298,1117,115,1,115
268,530,57006,3/16/2021,4/10/2021,1299,1224,105,1,105
269,89,21446,2/5/2021,2/22/2021,1300,1210,105,3,315
269,89,21446,2/5/2021,2/22/2021,1301,730,119,3,357
269,89,21446,2/5/2021,2/22/2021,1302,103,118,2,236
270,711,14024,3/2/2021,3/27/2021,1303,390,119,1,119
270,711,14024,3/2/2021,3/27/2021,1304,313,105,2,210
270,711,14024,3/2/2021,3/27/2021,1305,1150,102,2,204
270,711,14024,3/2/2021,3/27/2021,1306,857,113,3,339
270,711,14024,3/2/2021,3/27/2021,1307,1138,102,2,204
270,711,14024,3/2/2021,3/27/2021,1308,1128,102,1,102
271,469,39282,6/7/2021,6/9/2021,1309,1103,115,3,345
271,469,39282,6/7/2021,6/9/2021,1310,253,95,1,95
271,469,39282,6/7/2021,6/9/2021,1311,999,106,1,106
271,469,39282,6/7/2021,6/9/2021,1312,943,96,1,96
272,92,19661,1/20/2021,1/31/2021,1313,826,117,1,117
273,828,13233,10/7/2021,11/3/2021,1314,889,94,2,188
273,828,13233,10/7/2021,11/3/2021,1315,749,109,1,109
273,828,13233,10/7/2021,11/3/2021,1316,596,112,3,336
273,828,13233,10/7/2021,11/3/2021,1317,522,102,1,102
274,19,50173,4/13/2021,4/27/2021,1318,942,96,1,96
274,19,50173,4/13/2021,4/27/2021,1319,1140,102,2,204
274,19,50173,4/13/2021,4/27/2021,1320,73,118,3,354
274,19,50173,4/13/2021,4/27/2021,1321,1225,112,1,112
274,19,50173,4/13/2021,4/27/2021,1322,513,102,3,306
274,19,50173,4/13/2021,4/27/2021,1323,581,100,1,100
275,329,17666,1/5/2021,1/15/2021,1324,4,96,3,288
275,329,17666,1/5/2021,1/15/2021,1325,1217,105,3,315
275,329,17666,1/5/2021,1/15/2021,1326,1190,105,3,315
275,329,17666,1/5/2021,1/15/2021,1327,420,107,2,214
275,329,17666,1/5/2021,1/15/2021,1328,867,113,1,113
276,775,48376,6/20/2021,6/24/2021,1329,1134,102,3,306
276,775,48376,6/20/2021,6/24/2021,1330,951,97,1,97
276,775,48376,6/20/2021,6/24/2021,1331,1178,99,1,99
276,775,48376,6/20/2021,6/24/2021,1332,1060,93,3,279
277,659,48337,4/5/2021,4/6/2021,1333,690,113,2,226
277,659,48337,4/5/2021,4/6/2021,1334,944,96,2,192
277,659,48337,4/5/2021,4/6/2021,1335,1180,99,2,198
277,659,48337,4/5/2021,4/6/2021,1336,181,98,2,196
277,659,48337,4/5/2021,4/6/2021,1337,740,109,3,327
277,659,48337,4/5/2021,4/6/2021,1338,1037,90,3,270
277,659,48337,4/5/2021,4/6/2021,1339,126,92,2,184
278,510,19930,1/30/2021,2/13/2021,1340,1193,105,2,210
278,510,19930,1/30/2021,2/13/2021,1341,534,98,2,196
278,510,19930,1/30/2021,2/13/2021,1342,92,118,3,354
278,510,19930,1/30/2021,2/13/2021,1343,248,95,1,95
278,510,19930,1/30/2021,2/13/2021,1344,637,93,1,93
278,510,19930,1/30/2021,2/13/2021,1345,232,106,1,106
279,620,51563,7/25/2021,7/28/2021,1346,560,100,3,300
279,620,51563,7/25/2021,7/28/2021,1347,15,96,2,192
279,620,51563,7/25/2021,7/28/2021,1348,997,106,3,318
279,620,51563,7/25/2021,7/28/2021,1349,707,119,1,119
279,620,51563,7/25/2021,7/28/2021,1350,1073,93,1,93
279,620,51563,7/25/2021,7/28/2021,1351,136,92,1,92
279,620,51563,7/25/2021,7/28/2021,1352,755,109,3,327
280,551,20352,1/7/2021,1/8/2021,1353,502,102,1,102
280,551,20352,1/7/2021,1/8/2021,1354,1159,99,3,297
280,551,20352,1/7/2021,1/8/2021,1355,459,118,1,118
281,489,19908,7/3/2021,7/15/2021,1356,649,93,1,93
281,489,19908,7/3/2021,7/15/2021,1357,994,106,3,318
281,489,19908,7/3/2021,7/15/2021,1358,486,118,3,354
281,489,19908,7/3/2021,7/15/2021,1359,639,93,1,93
281,489,19908,7/3/2021,7/15/2021,1360,1157,99,3,297
281,489,19908,7/3/2021,7/15/2021,1361,624,112,1,112
281,489,19908,7/3/2021,7/15/2021,1362,321,109,1,109
281,489,19908,7/3/2021,7/15/2021,1363,363,94,3,282
281,489,19908,7/3/2021,7/15/2021,1364,51,104,3,312
282,423,41504,3/30/2021,4/18/2021,1365,52,104,2,208
282,423,41504,3/30/2021,4/18/2021,1366,537,98,1,98
282,423,41504,3/30/2021,4/18/2021,1367,481,118,1,118
282,423,41504,3/30/2021,4/18/2021,1368,1207,105,2,210
282,423,41504,3/30/2021,4/18/2021,1369,611,112,1,112
282,423,41504,3/30/2021,4/18/2021,1370,427,107,2,214
282,423,41504,3/30/2021,4/18/2021,1371,74,118,2,236
282,423,41504,3/30/2021,4/18/2021,1372,1106,115,2,230
283,303,14784,9/4/2021,9/15/2021,1373,67,104,1,104
283,303,14784,9/4/2021,9/15/2021,1374,1239,112,1,112
283,303,14784,9/4/2021,9/15/2021,1375,1213,105,3,315
283,303,14784,9/4/2021,9/15/2021,1376,1119,115,3,345
283,303,14784,9/4/2021,9/15/2021,1377,168,91,2,182
283,303,14784,9/4/2021,9/15/2021,1378,606,112,1,112
283,303,14784,9/4/2021,9/15/2021,1379,1113,115,1,115
283,303,14784,9/4/2021,9/15/2021,1380,288,105,1,105
283,303,14784,9/4/2021,9/15/2021,1381,392,119,3,357
284,522,36627,4/29/2021,5/16/2021,1382,1057,93,1,93
284,522,36627,4/29/2021,5/16/2021,1383,1016,90,2,180
285,882,41206,9/25/2021,10/20/2021,1384,1223,105,2,210
285,882,41206,9/25/2021,10/20/2021,1385,948,97,2,194
286,998,18840,1/5/2021,1/8/2021,1386,740,109,1,109
286,998,18840,1/5/2021,1/8/2021,1387,982,106,3,318
286,998,18840,1/5/2021,1/8/2021,1388,719,119,3,357
286,998,18840,1/5/2021,1/8/2021,1389,802,91,2,182
286,998,18840,1/5/2021,1/8/2021,1390,285,105,3,315
286,998,18840,1/5/2021,1/8/2021,1391,741,109,1,109
287,799,10368,9/9/2021,10/3/2021,1392,977,97,1,97
287,799,10368,9/9/2021,10/3/2021,1393,607,112,3,336
287,799,10368,9/9/2021,10/3/2021,1394,755,109,3,327
288,201,36160,10/13/2021,10/16/2021,1395,84,118,3,354
288,201,36160,10/13/2021,10/16/2021,1396,519,102,3,306
288,201,36160,10/13/2021,10/16/2021,1397,715,119,1,119
288,201,36160,10/13/2021,10/16/2021,1398,519,102,3,306
288,201,36160,10/13/2021,10/16/2021,1399,788,91,2,182
288,201,36160,10/13/2021,10/16/2021,1400,888,94,3,282
288,201,36160,10/13/2021,10/16/2021,1401,1203,105,1,105
288,201,36160,10/13/2021,10/16/2021,1402,847,113,2,226
288,201,36160,10/13/2021,10/16/2021,1403,395,119,1,119
289,977,10046,1/26/2021,2/16/2021,1404,828,117,2,234
289,977,10046,1/26/2021,2/16/2021,1405,422,107,1,107
289,977,10046,1/26/2021,2/16/2021,1406,1141,102,1,102
289,977,10046,1/26/2021,2/16/2021,1407,599,112,2,224
289,977,10046,1/26/2021,2/16/2021,1408,481,118,2,236
289,977,10046,1/26/2021,2/16/2021,1409,736,109,2,218
289,977,10046,1/26/2021,2/16/2021,1410,45,104,3,312
289,977,10046,1/26/2021,2/16/2021,1411,1045,90,1,90
289,977,10046,1/26/2021,2/16/2021,1412,463,118,2,236
289,977,10046,1/26/2021,2/16/2021,1413,1150,102,2,204
290,364,48707,8/1/2021,8/16/2021,1414,780,91,1,91
290,364,48707,8/1/2021,8/16/2021,1415,770,91,3,273
290,364,48707,8/1/2021,8/16/2021,1416,916,96,2,192
290,364,48707,8/1/2021,8/16/2021,1417,843,113,3,339
290,364,48707,8/1/2021,8/16/2021,1418,143,91,1,91
291,112,50830,1/12/2021,2/5/2021,1419,443,107,3,321
291,112,50830,1/12/2021,2/5/2021,1420,810,117,3,351
291,112,50830,1/12/2021,2/5/2021,1421,800,91,3,273
291,112,50830,1/12/2021,2/5/2021,1422,287,105,2,210
291,112,50830,1/12/2021,2/5/2021,1423,222,106,1,106
291,112,50830,1/12/2021,2/5/2021,1424,806,117,1,117
292,337,36699,3/26/2021,4/4/2021,1425,946,97,3,291
292,337,36699,3/26/2021,4/4/2021,1426,692,113,3,339
292,337,36699,3/26/2021,4/4/2021,1427,1246,112,1,112
292,337,36699,3/26/2021,4/4/2021,1428,925,96,2,192
292,337,36699,3/26/2021,4/4/2021,1429,189,98,3,294
292,337,36699,3/26/2021,4/4/2021,1430,1250,112,2,224
293,426,32389,8/5/2021,8/13/2021,1431,740,109,2,218
293,426,32389,8/5/2021,8/13/2021,1432,982,106,2,212
293,426,32389,8/5/2021,8/13/2021,1433,1122,102,2,204
293,426,32389,8/5/2021,8/13/2021,1434,1050,93,1,93
293,426,32389,8/5/2021,8/13/2021,1435,1055,93,2,186
293,426,32389,8/5/2021,8/13/2021,1436,105,92,3,276
293,426,32389,8/5/2021,8/13/2021,1437,317,109,1,109
294,499,50667,8/28/2021,9/15/2021,1438,539,98,1,98
294,499,50667,8/28/2021,9/15/2021,1439,566,100,3,300
294,499,50667,8/28/2021,9/15/2021,1440,1241,112,2,224
294,499,50667,8/28/2021,9/15/2021,1441,181,98,1,98
294,499,50667,8/28/2021,9/15/2021,1442,25,96,1,96
294,499,50667,8/28/2021,9/15/2021,1443,1219,105,1,105
295,412,55019,3/5/2021,3/19/2021,1444,865,113,1,113
295,412,55019,3/5/2021,3/19/2021,1445,571,100,2,200
296,207,47076,10/22/2021,10/25/2021,1446,100,118,1,118
296,207,47076,10/22/2021,10/25/2021,1447,49,104,2,208
296,207,47076,10/22/2021,10/25/2021,1448,466,118,3,354
296,207,47076,10/22/2021,10/25/2021,1449,103,118,3,354
296,207,47076,10/22/2021,10/25/2021,1450,343,109,2,218
297,256,23789,6/15/2021,6/27/2021,1451,1235,112,3,336
297,256,23789,6/15/2021,6/27/2021,1452,247,95,1,95
297,256,23789,6/15/2021,6/27/2021,1453,416,119,2,238
297,256,23789,6/15/2021,6/27/2021,1454,845,113,1,113
297,256,23789,6/15/2021,6/27/2021,1455,752,109,1,109
297,256,23789,6/15/2021,6/27/2021,1456,892,94,3,282
297,256,23789,6/15/2021,6/27/2021,1457,672,113,2,226
297,256,23789,6/15/2021,6/27/2021,1458,854,113,2,226
297,256,23789,6/15/2021,6/27/2021,1459,757,109,1,109
297,256,23789,6/15/2021,6/27/2021,1460,971,97,2,194
298,58,55984,9/11/2021,9/20/2021,1461,978,97,2,194
298,58,55984,9/11/2021,9/20/2021,1462,667,113,2,226
298,58,55984,9/11/2021,9/20/2021,1463,672,113,1,113
298,58,55984,9/11/2021,9/20/2021,1464,767,109,2,218
298,58,55984,9/11/2021,9/20/2021,1465,1081,93,3,279
298,58,55984,9/11/2021,9/20/2021,1466,555,98,2,196
299,994,58159,1/12/2021,2/3/2021,1467,153,91,2,182
299,994,58159,1/12/2021,2/3/2021,1468,143,91,3,273
299,994,58159,1/12/2021,2/3/2021,1469,694,113,3,339
299,994,58159,1/12/2021,2/3/2021,1470,199,98,1,98
299,994,58159,1/12/2021,2/3/2021,1471,492,102,3,306
299,994,58159,1/12/2021,2/3/2021,1472,149,91,2,182
299,994,58159,1/12/2021,2/3/2021,1473,1242,112,3,336
300,912,47255,9/30/2021,10/25/2021,1474,523,102,2,204
301,535,12986,6/21/2021,6/25/2021,1475,1035,90,2,180
301,535,12986,6/21/2021,6/25/2021,1476,814,117,3,351
301,535,12986,6/21/2021,6/25/2021,1477,141,91,3,273
301,535,12986,6/21/2021,6/25/2021,1478,266,95,3,285
301,535,12986,6/21/2021,6/25/2021,1479,947,97,2,194
301,535,12986,6/21/2021,6/25/2021,1480,1094,115,2,230
302,156,32298,6/19/2021,7/7/2021,1481,1052,93,1,93
302,156,32298,6/19/2021,7/7/2021,1482,528,98,2,196
302,156,32298,6/19/2021,7/7/2021,1483,926,96,1,96
303,758,58670,9/2/2021,9/11/2021,1484,595,112,2,224
303,758,58670,9/2/2021,9/11/2021,1485,589,100,1,100
303,758,58670,9/2/2021,9/11/2021,1486,3,96,2,192
303,758,58670,9/2/2021,9/11/2021,1487,399,119,3,357
304,537,27293,4/10/2021,5/3/2021,1488,155,91,3,273
304,537,27293,4/10/2021,5/3/2021,1489,605,112,3,336
304,537,27293,4/10/2021,5/3/2021,1490,104,118,3,354
304,537,27293,4/10/2021,5/3/2021,1491,850,113,3,339
304,537,27293,4/10/2021,5/3/2021,1492,98,118,2,236
305,234,13377,7/9/2021,7/26/2021,1493,706,119,3,357
305,234,13377,7/9/2021,7/26/2021,1494,504,102,1,102
305,234,13377,7/9/2021,7/26/2021,1495,188,98,2,196
305,234,13377,7/9/2021,7/26/2021,1496,308,105,2,210
306,747,51492,10/16/2021,10/19/2021,1497,768,109,3,327
307,679,17726,10/11/2021,10/28/2021,1498,349,109,1,109
307,679,17726,10/11/2021,10/28/2021,1499,886,94,3,282
307,679,17726,10/11/2021,10/28/2021,1500,1070,93,2,186
307,679,17726,10/11/2021,10/28/2021,1501,1177,99,3,297
308,549,18834,2/13/2021,3/8/2021,1502,598,112,1,112
308,549,18834,2/13/2021,3/8/2021,1503,678,113,3,339
308,549,18834,2/13/2021,3/8/2021,1504,944,96,3,288
309,390,26229,1/7/2021,1/25/2021,1505,406,119,1,119
309,390,26229,1/7/2021,1/25/2021,1506,350,94,2,188
310,348,18372,4/25/2021,5/15/2021,1507,640,93,2,186
310,348,18372,4/25/2021,5/15/2021,1508,1036,90,2,180
310,348,18372,4/25/2021,5/15/2021,1509,78,118,1,118
310,348,18372,4/25/2021,5/15/2021,1510,1105,115,3,345
310,348,18372,4/25/2021,5/15/2021,1511,870,113,2,226
311,807,21226,3/7/2021,3/25/2021,1512,317,109,2,218
311,807,21226,3/7/2021,3/25/2021,1513,39,104,3,312
311,807,21226,3/7/2021,3/25/2021,1514,399,119,1,119
311,807,21226,3/7/2021,3/25/2021,1515,1191,105,1,105
312,683,38591,7/6/2021,7/31/2021,1516,285,105,2,210
312,683,38591,7/6/2021,7/31/2021,1517,31,96,2,192
312,683,38591,7/6/2021,7/31/2021,1518,899,94,3,282
312,683,38591,7/6/2021,7/31/2021,1519,713,119,1,119
312,683,38591,7/6/2021,7/31/2021,1520,155,91,2,182
312,683,38591,7/6/2021,7/31/2021,1521,78,118,2,236
312,683,38591,7/6/2021,7/31/2021,1522,895,94,3,282
312,683,38591,7/6/2021,7/31/2021,1523,684,113,2,226
312,683,38591,7/6/2021,7/31/2021,1524,836,117,1,117
312,683,38591,7/6/2021,7/31/2021,1525,1239,112,3,336
312,683,38591,7/6/2021,7/31/2021,1526,949,97,1,97
313,266,24507,6/2/2021,6/11/2021,1527,540,98,3,294
313,266,24507,6/2/2021,6/11/2021,1528,196,98,1,98
313,266,24507,6/2/2021,6/11/2021,1529,1129,102,2,204
313,266,24507,6/2/2021,6/11/2021,1530,1063,93,3,279
313,266,24507,6/2/2021,6/11/2021,1531,420,107,2,214
313,266,24507,6/2/2021,6/11/2021,1532,123,92,3,276
313,266,24507,6/2/2021,6/11/2021,1533,527,98,3,294
313,266,24507,6/2/2021,6/11/2021,1534,2,96,1,96
314,95,49262,8/14/2021,8/17/2021,1535,869,113,2,226
314,95,49262,8/14/2021,8/17/2021,1536,815,117,3,351
314,95,49262,8/14/2021,8/17/2021,1537,884,94,3,282
314,95,49262,8/14/2021,8/17/2021,1538,1257,112,3,336
314,95,49262,8/14/2021,8/17/2021,1539,205,98,1,98
314,95,49262,8/14/2021,8/17/2021,1540,829,117,3,351
314,95,49262,8/14/2021,8/17/2021,1541,935,96,3,288
315,239,18075,4/5/2021,4/25/2021,1542,677,113,1,113
315,239,18075,4/5/2021,4/25/2021,1543,1089,115,1,115
315,239,18075,4/5/2021,4/25/2021,1544,145,91,3,273
316,179,59876,9/12/2021,9/20/2021,1545,1079,93,3,279
316,179,59876,9/12/2021,9/20/2021,1546,170,91,1,91
316,179,59876,9/12/2021,9/20/2021,1547,1071,93,2,186
316,179,59876,9/12/2021,9/20/2021,1548,103,118,3,354
317,876,18204,4/23/2021,4/26/2021,1549,254,95,3,285
317,876,18204,4/23/2021,4/26/2021,1550,414,119,2,238
318,433,39332,1/31/2021,2/17/2021,1551,634,93,1,93
318,433,39332,1/31/2021,2/17/2021,1552,854,113,1,113
318,433,39332,1/31/2021,2/17/2021,1553,542,98,2,196
319,933,29837,8/22/2021,9/16/2021,1554,1152,102,1,102
319,933,29837,8/22/2021,9/16/2021,1555,1202,105,1,105
319,933,29837,8/22/2021,9/16/2021,1556,1160,99,1,99
319,933,29837,8/22/2021,9/16/2021,1557,162,91,3,273
319,933,29837,8/22/2021,9/16/2021,1558,385,119,1,119
320,41,19693,8/22/2021,9/12/2021,1559,940,96,1,96
320,41,19693,8/22/2021,9/12/2021,1560,596,112,3,336
320,41,19693,8/22/2021,9/12/2021,1561,1137,102,3,306
320,41,19693,8/22/2021,9/12/2021,1562,1235,112,3,336
320,41,19693,8/22/2021,9/12/2021,1563,836,117,1,117
320,41,19693,8/22/2021,9/12/2021,1564,844,113,2,226
321,833,36589,8/26/2021,8/31/2021,1565,457,118,2,236
321,833,36589,8/26/2021,8/31/2021,1566,933,96,3,288
321,833,36589,8/26/2021,8/31/2021,1567,673,113,1,113
321,833,36589,8/26/2021,8/31/2021,1568,615,112,2,224
321,833,36589,8/26/2021,8/31/2021,1569,1020,90,1,90
321,833,36589,8/26/2021,8/31/2021,1570,892,94,1,94
321,833,36589,8/26/2021,8/31/2021,1571,612,112,1,112
321,833,36589,8/26/2021,8/31/2021,1572,887,94,2,188
321,833,36589,8/26/2021,8/31/2021,1573,944,96,2,192
322,686,41400,8/17/2021,9/12/2021,1574,236,106,2,212
322,686,41400,8/17/2021,9/12/2021,1575,797,91,2,182
322,686,41400,8/17/2021,9/12/2021,1576,997,106,2,212
322,686,41400,8/17/2021,9/12/2021,1577,967,97,1,97
322,686,41400,8/17/2021,9/12/2021,1578,537,98,2,196
322,686,41400,8/17/2021,9/12/2021,1579,348,109,1,109
322,686,41400,8/17/2021,9/12/2021,1580,152,91,3,273
323,852,11437,3/23/2021,4/13/2021,1581,943,96,2,192
323,852,11437,3/23/2021,4/13/2021,1582,635,93,3,279
323,852,11437,3/23/2021,4/13/2021,1583,1000,106,3,318
323,852,11437,3/23/2021,4/13/2021,1584,444,107,1,107
323,852,11437,3/23/2021,4/13/2021,1585,787,91,2,182
323,852,11437,3/23/2021,4/13/2021,1586,357,94,3,282
323,852,11437,3/23/2021,4/13/2021,1587,41,104,2,208
323,852,11437,3/23/2021,4/13/2021,1588,1066,93,2,186
324,99,10411,7/5/2021,7/16/2021,1589,122,92,2,184
324,99,10411,7/5/2021,7/16/2021,1590,135,92,3,276
324,99,10411,7/5/2021,7/16/2021,1591,647,93,3,279
324,99,10411,7/5/2021,7/16/2021,1592,269,95,2,190
324,99,10411,7/5/2021,7/16/2021,1593,741,109,3,327
325,318,18010,5/11/2021,5/28/2021,1594,869,113,3,339
325,318,18010,5/11/2021,5/28/2021,1595,863,113,1,113
326,199,15380,6/22/2021,7/1/2021,1596,390,119,2,238
326,199,15380,6/22/2021,7/1/2021,1597,550,98,1,98
326,199,15380,6/22/2021,7/1/2021,1598,695,113,3,339
327,710,11611,7/28/2021,7/31/2021,1599,1030,90,2,180
327,710,11611,7/28/2021,7/31/2021,1600,60,104,1,104
327,710,11611,7/28/2021,7/31/2021,1601,421,107,1,107
327,710,11611,7/28/2021,7/31/2021,1602,104,118,1,118
327,710,11611,7/28/2021,7/31/2021,1603,508,102,3,306
327,710,11611,7/28/2021,7/31/2021,1604,707,119,3,357
327,710,11611,7/28/2021,7/31/2021,1605,102,118,1,118
327,710,11611,7/28/2021,7/31/2021,1606,889,94,1,94
328,246,26653,4/14/2021,5/8/2021,1607,8,96,1,96
328,246,26653,4/14/2021,5/8/2021,1608,1069,93,3,279
328,246,26653,4/14/2021,5/8/2021,1609,1145,102,1,102
329,820,58708,4/30/2021,5/24/2021,1610,1041,90,2,180
329,820,58708,4/30/2021,5/24/2021,1611,1110,115,1,115
329,820,58708,4/30/2021,5/24/2021,1612,887,94,1,94
329,820,58708,4/30/2021,5/24/2021,1613,751,109,1,109
329,820,58708,4/30/2021,5/24/2021,1614,186,98,3,294
329,820,58708,4/30/2021,5/24/2021,1615,220,106,1,106
330,887,31700,3/12/2021,4/8/2021,1616,1226,112,2,224
330,887,31700,3/12/2021,4/8/2021,1617,809,117,3,351
330,887,31700,3/12/2021,4/8/2021,1618,87,118,2,236
330,887,31700,3/12/2021,4/8/2021,1619,1132,102,2,204
330,887,31700,3/12/2021,4/8/2021,1620,1071,93,2,186
330,887,31700,3/12/2021,4/8/2021,1621,263,95,1,95
330,887,31700,3/12/2021,4/8/2021,1622,569,100,1,100
330,887,31700,3/12/2021,4/8/2021,1623,1223,105,3,315
331,414,38796,3/18/2021,3/23/2021,1624,1141,102,2,204
333,367,21091,10/18/2021,11/9/2021,1625,196,98,1,98
333,367,21091,10/18/2021,11/9/2021,1626,1092,115,3,345
333,367,21091,10/18/2021,11/9/2021,1627,885,94,3,282
333,367,21091,10/18/2021,11/9/2021,1628,903,94,1,94
333,367,21091,10/18/2021,11/9/2021,1629,822,117,1,117
333,367,21091,10/18/2021,11/9/2021,1630,124,92,3,276
333,367,21091,10/18/2021,11/9/2021,1631,452,107,3,321
334,539,32277,5/12/2021,5/23/2021,1632,762,109,3,327
334,539,32277,5/12/2021,5/23/2021,1633,777,91,3,273
334,539,32277,5/12/2021,5/23/2021,1634,282,105,2,210
334,539,32277,5/12/2021,5/23/2021,1635,1148,102,2,204
334,539,32277,5/12/2021,5/23/2021,1636,102,118,2,236
334,539,32277,5/12/2021,5/23/2021,1637,599,112,1,112
334,539,32277,5/12/2021,5/23/2021,1638,1188,99,1,99
335,485,51638,9/30/2021,10/24/2021,1639,551,98,2,196
335,485,51638,9/30/2021,10/24/2021,1640,6,96,1,96
335,485,51638,9/30/2021,10/24/2021,1641,140,91,2,182
336,615,16829,5/25/2021,5/28/2021,1642,808,117,2,234
336,615,16829,5/25/2021,5/28/2021,1643,578,100,1,100
336,615,16829,5/25/2021,5/28/2021,1644,978,97,3,291
336,615,16829,5/25/2021,5/28/2021,1645,358,94,1,94
336,615,16829,5/25/2021,5/28/2021,1646,620,112,2,224
337,341,49047,8/2/2021,8/4/2021,1647,922,96,2,192
337,341,49047,8/2/2021,8/4/2021,1648,264,95,2,190
337,341,49047,8/2/2021,8/4/2021,1649,161,91,1,91
337,341,49047,8/2/2021,8/4/2021,1650,460,118,2,236
337,341,49047,8/2/2021,8/4/2021,1651,389,119,1,119
337,341,49047,8/2/2021,8/4/2021,1652,662,93,2,186
338,630,12762,1/26/2021,2/13/2021,1653,1183,99,2,198
338,630,12762,1/26/2021,2/13/2021,1654,640,93,1,93
338,630,12762,1/26/2021,2/13/2021,1655,805,117,2,234
338,630,12762,1/26/2021,2/13/2021,1656,383,94,2,188
338,630,12762,1/26/2021,2/13/2021,1657,125,92,2,184
339,409,15556,4/6/2021,4/13/2021,1658,525,98,2,196
339,409,15556,4/6/2021,4/13/2021,1659,451,107,1,107
339,409,15556,4/6/2021,4/13/2021,1660,383,94,2,188
339,409,15556,4/6/2021,4/13/2021,1661,651,93,1,93
339,409,15556,4/6/2021,4/13/2021,1662,762,109,2,218
339,409,15556,4/6/2021,4/13/2021,1663,291,105,1,105
339,409,15556,4/6/2021,4/13/2021,1664,543,98,1,98
339,409,15556,4/6/2021,4/13/2021,1665,158,91,1,91
340,841,56172,7/17/2021,8/13/2021,1666,1169,99,3,297
340,841,56172,7/17/2021,8/13/2021,1667,1001,106,2,212
340,841,56172,7/17/2021,8/13/2021,1668,696,113,2,226
341,602,13882,2/7/2021,2/9/2021,1669,137,92,3,276
341,602,13882,2/7/2021,2/9/2021,1670,502,102,2,204
341,602,13882,2/7/2021,2/9/2021,1671,95,118,3,354
341,602,13882,2/7/2021,2/9/2021,1672,501,102,3,306
341,602,13882,2/7/2021,2/9/2021,1673,1143,102,3,306
341,602,13882,2/7/2021,2/9/2021,1674,409,119,1,119
341,602,13882,2/7/2021,2/9/2021,1675,416,119,3,357
341,602,13882,2/7/2021,2/9/2021,1676,1097,115,3,345
342,348,29452,8/24/2021,9/8/2021,1677,919,96,3,288
342,348,29452,8/24/2021,9/8/2021,1678,1066,93,1,93
342,348,29452,8/24/2021,9/8/2021,1679,1149,102,2,204
342,348,29452,8/24/2021,9/8/2021,1680,1016,90,3,270
342,348,29452,8/24/2021,9/8/2021,1681,596,112,1,112
342,348,29452,8/24/2021,9/8/2021,1682,490,102,2,204
343,673,37831,9/17/2021,10/6/2021,1683,830,117,1,117
343,673,37831,9/17/2021,10/6/2021,1684,378,94,2,188
343,673,37831,9/17/2021,10/6/2021,1685,756,109,3,327
344,526,44938,8/16/2021,9/6/2021,1686,913,96,2,192
344,526,44938,8/16/2021,9/6/2021,1687,466,118,3,354
345,711,17146,2/14/2021,3/5/2021,1688,428,107,1,107
345,711,17146,2/14/2021,3/5/2021,1689,657,93,1,93
345,711,17146,2/14/2021,3/5/2021,1690,608,112,1,112
345,711,17146,2/14/2021,3/5/2021,1691,1181,99,2,198
346,739,35045,3/23/2021,4/6/2021,1692,383,94,1,94
346,739,35045,3/23/2021,4/6/2021,1693,730,119,1,119
346,739,35045,3/23/2021,4/6/2021,1694,15,96,3,288
346,739,35045,3/23/2021,4/6/2021,1695,1145,102,3,306
346,739,35045,3/23/2021,4/6/2021,1696,194,98,1,98
346,739,35045,3/23/2021,4/6/2021,1697,591,100,1,100
346,739,35045,3/23/2021,4/6/2021,1698,74,118,2,236
346,739,35045,3/23/2021,4/6/2021,1699,776,91,1,91
346,739,35045,3/23/2021,4/6/2021,1700,1210,105,2,210
347,209,18829,5/29/2021,6/14/2021,1701,953,97,2,194
347,209,18829,5/29/2021,6/14/2021,1702,489,118,1,118
347,209,18829,5/29/2021,6/14/2021,1703,957,97,1,97
347,209,18829,5/29/2021,6/14/2021,1704,644,93,3,279
348,732,42741,10/7/2021,10/28/2021,1705,619,112,3,336
348,732,42741,10/7/2021,10/28/2021,1706,349,109,3,327
348,732,42741,10/7/2021,10/28/2021,1707,856,113,3,339
348,732,42741,10/7/2021,10/28/2021,1708,349,109,2,218
